"Entidade";"Número/Ano Obra";"Número/Ano Intervenção";"Nome Empresa";"CPF/CNPJ";"Valor Total";"Descrição";"Data de Cadastro";"Data de Início";"Previsão Conclusão";"Percentual Conclusão (%)";"Situação"
"MUNICÍPIO DE CASCAVEL";"44 / 2014";"44 / 2014";"INCORPORE ENGENHARIA E CONSTRUÇÕES LTDA - ME";"81.492.373/0001-29";"163414.52";"ESCOLA MUNICIPAL PROFESSSORA KELLY CHRISTINA CORREA TRUKANE MIRANDA";"04/08/2014";"21/11/2014";"19/05/2015";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"11 / 2014";"2 / 2014";"INCORPORE ENGENHARIA E CONSTRUÇÕES LTDA - ME";"81.492.373/0001-29";"947756.98";"UNIDADE BÁSICA DE SAÚDE SANTOS DUMONT";"03/02/2014";"03/02/2014";"31/10/2014";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"12 / 2014";"36 / 2014";"GOTARDO & SEIDEL CONSTRUÇÕES E OBRAS LTDA - EPP; GOTARDO & SEIDEL CONSTRUÇÕES E OBRAS LTDA - EPP";"10.294.017/0001-52; 10.294.017/0001-52";"2142954.47";"LOTEAMENTO GRALHA AZUL - INFRAESTRUTURA - CP 16/2014";"09/04/2014";"09/04/2014";"02/02/2015";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"6 / 2016";"6 / 2016";"M. A. DE ALMEIDA - ENGENHARIA E EQUIPAMENTOS";"11.316.903/0001-00";"40500.00";"SONDAGENS GEOLÓGICAS - CP 08/2015";"31/03/2016";"31/03/2016";"23/03/2017";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"12 / 2016";"12 / 2016";"PARANA FUNDACOES LTDA";"09.311.199/0001-43";"67910.00";"UNIDADE DE PRONTO ATENDIMENTO SANGA FUNDA - CP 07/2015";"15/06/2016";"15/06/2016";"09/06/2017";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"25 / 2016";"25 / 2016";"GIGA LUZ INSTALACOES ELETRICAS LTDA";"17.379.750/0001-19";"16349.9900";"ILUMINAÇÃO PÚBLICA - TP 06/2016 - DESLOCAMENTO DE REDE RUAS JOÃO MIOTTO E JOSÉ BARTINICK";"30/08/2016";"30/08/2016";"27/12/2016";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"26 / 2016";"26 / 2016";"M.V.M. DO AMARAL - MATERIAIS DE CONSTRUÇÃO - ME";"13.711.394/0001-38";"213000.00";"PAVIMENTAÇÃO DE VIAS URBANAS - PP 172/2016 - OPERAÇÃO TAPA BURACO";"02/09/2016";"02/09/2016";"28/02/2017";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"13 / 2016";"13 / 2016";"CONSTRUTORA KARTAL LTDA";"13.852.015/0001-20";"1948062.6500";"PAVIMENTAÇÃO DE VIAS URBANAS - CP 04/2016 - XIV DE NOVEMBRO E REGIÃO DO LAGO";"21/06/2016";"21/06/2016";"17/12/2016";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"23 / 2016";"23 / 2016";"PEDREIRA RIO QUATI LTDA";"82.658.253/0001-11";"2229091.0200";"PAVIMENTAÇÃO DE VIAS URBANAS - VÁRIAS RUAS - CP 06/2016 - LOTE 07";"28/06/2016";"28/06/2016";"22/02/2017";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"20 / 2016";"20 / 2016";"PEDREIRA MARMELEIRO LTDA";"76.112.697/0001-54";"2293779.7900";"PAVIMENTAÇÃO DE VIAS URBANAS - VÁRIAS RUAS - CP 06/2016 - LOTE 04";"28/06/2016";"28/06/2016";"22/02/2017";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"27 / 2016";"27 / 2016";"CONSTRUTORA IMEDIATA LTDA; CONSTRUTORA IMEDIATA LTDA";"10.496.232/0001-36; 10.496.232/0001-36";"623904.2800";"GINÁSIO DE ESPORTES DE JUVINÓPOLIS - TP 09/2016";"29/09/2016";"29/09/2016";"26/04/2017";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"3 / 2014";"15 / 2014";"BRITAVEL EMPREITEIRA DE OBRAS LTDA";"07.407.812/0001-03";"701329.20";"PAVIMENTAÇÃO POLIÉDRICA - ESTRADA CACHOEIRA ALTA - TP 28/2013";"31/03/2014";"31/03/2014";"26/09/2014";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"8 / 2019";"8 / 2019";"MOZIONE OESTE CONSTRUCOES LTDA";"75.523.910/0001-58";"632983.5900";"TP 30-2018 - REFORMA DA ESCOLA MUNICIPAL LUIS CARLOS RUARO";"21/03/2019";"22/03/2019";"16/11/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"28 / 2016";"28 / 2016";"GIGA LUZ INSTALACOES ELETRICAS LTDA";"17.379.750/0001-19";"27116.7000";"ILUMINAÇÃO PÚBLICA - TP 12/2016 - AV. BRASIL - ADEQUAÇÃO DE REDE";"03/10/2016";"03/10/2016";"30/01/2017";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"29 / 2016";"29 / 2016";"ELETRO CAF COMERCIO DE MATERIAIS ELETRICOS LTDA";"10.906.818/0001-21";"10321.0100";"ILUMINAÇÃO PÚBLICA - TP 08-2016 - RUA MUNIQUE, RUA OSVALDO SILVESTRE MATIAS E RUA PAUL RICARD";"18/10/2016";"18/10/2016";"15/01/2017";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"24 / 2016";"24 / 2016";"DATAPROM EQUIPAMENTOS E SERVICOS DE INFORMATICA INDUSTRIALLTDA; DATAPROM EQUIPAMENTOS E SERVICOS DE INFORMATICA INDUSTRIALLTDA; DATAPROM EQUIPAMENTOS E SERVICOS DE INFORMATICA INDUSTRIALLTDA";"80.590.045/0001-00; 80.590.045/0001-00; 80.590.045/0001-00";"16387470.0000";"SINALIZAÇÃO SEMAFÓRICA - PDI - CP 03-2016";"17/08/2016";"17/08/2016";"16/08/2017";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"31 / 2016";"31 / 2016";"DALBA ENGENHARIA E EMPREENDIMENTOS LTDA; DALBA ENGENHARIA E EMPREENDIMENTOS LTDA";"03.222.465/0001-85; 03.222.465/0001-85";"6454368.0900";"CP 11/2016 - REURBANIZAÇÃO DA AVENIDA BARÃO DO RIO BRANCO - PDI/BID";"24/11/2016";"22/12/2016";"18/08/2017";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"33 / 2016";"33 / 2016";"ECOTEC PAVIMENTACOES LTDA";"11.303.996/0001-20";"2256811.3400";"PAVIMENTAÇÃO DE VIAS URBANAS - CP 14/2016 - JARDIM MELISSA";"13/12/2016";"13/12/2016";"12/12/2017";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"30 / 2016";"30 / 2016";"INGAR CONSTRUTORA LTDA - ME; INGAR CONSTRUTORA LTDA - ME";"22.724.031/0001-28; 22.724.031/0001-28";"82517.4400";"ESCOLA MUNICIPAL ALOYS JOAO MANN -  TP 20/2016 - CONCLUSÃO DA CONSTRUÇÃO DE COBERTURA DE QUADRA";"24/11/2016";"21/12/2016";"20/03/2017";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"34 / 2016";"34 / 2016";"ADALTA CONSTRUTORA LTDA; ADALTA CONSTRUTORA LTDA";"08.727.496/0001-01; 08.727.496/0001-01";"393063.5100";"UBS PIONEIROS CATARINENSES - CP 17/2016 - CONCLUSÃO DE OBRA";"20/12/2016";"20/12/2016";"18/04/2017";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"36 / 2016";"36 / 2016";"M.V.M. DO AMARAL - MATERIAIS DE CONSTRUÇÃO - ME; M.V.M. DO AMARAL - MATERIAIS DE CONSTRUÇÃO - ME";"13.711.394/0001-38; 13.711.394/0001-38";"2931563.6200";"CENTRO DE INICIAÇÃO AO ESPORTE - CP 13/2015";"27/12/2016";"29/12/2016";"26/06/2017";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"7 / 2017";"7 / 2017";"CONTERSOLO CONSTRUTORA DE OBRAS LTDA; CONTERSOLO CONSTRUTORA DE OBRAS LTDA; CONTERSOLO CONSTRUTORA DE OBRAS LTDA";"03.436.676/0001-10; 03.436.676/0001-10; 03.436.676/0001-10";"17472542.1100";"CP 19/2016 - PARQUE LINEAR E CENTRO DE CONVIVÊNCIA INTERGERACIONAL DO MORUMBI";"02/05/2017";"02/05/2017";"26/04/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"10 / 2017";"10 / 2017";"COSTA OESTE CONSTRUCOES LTDA; COSTA OESTE CONSTRUCOES LTDA";"02.356.306/0001-00; 02.356.306/0001-00";"5287126.7900";"CP 1-2017 - TERMINAL NORDESTE - PDI-BID";"13/07/2017";"13/07/2017";"09/03/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"4 / 2017";"4 / 2017";"BORENGE ENGENHARIA E CONSTRUÇÕES LTDA";"10.660.779/0001-25";"98906.4700";"TP 33/2016 - PONTE SOBRE O RIO IGUÁ NA ESTRADA CENTENÁRIO";"24/02/2017";"01/03/2017";"27/08/2017";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"2 / 2017";"2 / 2017";"ELETRO CAF COMERCIO DE MATERIAIS ELETRICOS LTDA";"10.906.818/0001-21";"384161.1800";"TP 30/2016 - REESTRUTURAÇÃO DA ILUMINAÇÃO NO AEROPORTO DE CASCAVEL E TAXIWAY";"13/02/2017";"13/02/2017";"12/06/2017";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"8 / 2017";"8 / 2017";"JL SOLUCOES AMBIENTAIS LTDA EPP";"09.425.934/0001-40";"178800.0000";"PP 19-2017 - AQUISIÇÃO E INSTALAÇÃO DE GEOMEMBRANA NO ATERRO SANITÁRIO MUNICIPAL";"30/05/2017";"01/06/2017";"26/05/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"3 / 2017";"3 / 2017";"ELETRO CAF COMERCIO DE MATERIAIS ELETRICOS LTDA";"10.906.818/0001-21";"139121.2100";"TP 36/2016 - ILUMINAÇÃO PÚBLICA - HANGARAGEM DO AEROPORTO E ADEQUAÇÃO DE POSTES";"23/02/2017";"23/02/2017";"22/06/2017";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"6 / 2017";"6 / 2017";"ELETRO CAF COMERCIO DE MATERIAIS ELETRICOS LTDA";"10.906.818/0001-21";"89146.6400";"TP 35/2016 - ILUMINAÇÃO PÚBLICA - VÁRIAS RUAS E ESTRADA RURAL  EM JUVINÓPOLIS";"28/03/2017";"28/03/2017";"25/07/2017";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"26 / 2023";"26 / 2023";"PETROCON CONSTRUTORA DE OBRAS LTDA";"80.337.868/0001-10";"7524811.4300";"CP 20/2023 - REVITALIZAÇÃO DA RUA INDIRA GANDHI, RUA TUPINAMBÁS E RUA ANA NERI";"01/09/2023";"01/11/2023";"26/08/2024";"10.3";"Em Andamento"
"MUNICÍPIO DE CASCAVEL";"1 / 2017";"1 / 2017";"INTERLAGOS MATERIAIS DE CONSTRUCAO LTDA";"02.328.802/0001-50";"1629880.0000";"CP 18/2015 - ESCOLA MUNICIPAL PROFESSORA DULCE ANDRADE SIQUEIRA CUNHA - CAIC I - REFORMA";"19/01/2017";"19/01/2017";"17/07/2017";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"5 / 2017";"5 / 2017";"ELETRARE MONTAGENS ELETROMECANICAS LTDA - EPP";"22.601.969/0001-50";"139928.2200";"TP 28/2016 - ILUMINAÇÃO PÚBLICA - AV. ÍTELO WEBBER";"02/03/2017";"03/03/2017";"30/06/2017";"0";"Cancelada"
"MUNICÍPIO DE CASCAVEL";"9 / 2017";"9 / 2017";"ECOTEC PAVIMENTACOES LTDA";"11.303.996/0001-20";"979280.1600";"TP 03-2017 - PAVIMENTAÇÃO DE VIAS URBANAS - CBUQ SOBRE CALÇAMENTO DE PEDRA IRREGULAR - FLORESTA";"22/06/2017";"22/06/2017";"18/11/2017";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"12 / 2017";"12 / 2017";"ECOTEC PAVIMENTACOES LTDA";"11.303.996/0001-20";"567118.2800";"TP 05-2017 - PAVIMENTAÇÃO DE VIAS URBANAS - CBUQ SOBRE CALÇAMENTO DE PEDRA IRREGULAR - FLORESTA";"04/08/2017";"04/08/2017";"31/12/2017";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"18 / 2020";"18 / 2020";"LM PROJETOS E EXECUÇÃO LTDA; LM PROJETOS E EXECUÇÃO LTDA";"01.289.860/0001-50; 01.289.860/0001-50";"2159539.3300";"TP 27-2019 - UNIDADE DE SAÚDE DE FAMÍLIA MORUMBI";"27/02/2020";"27/02/2020";"20/02/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"13 / 2017";"13 / 2017";"CONSTRUTORA DE OBRAS LUNICA LTDA";"15.566.795/0001-77";"458154.1500";"TP 07-2017 - CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL PROF.ª MIRIAN ANA DAVLONTA BOSCHETTO - REFORMA";"21/08/2017";"21/08/2017";"17/01/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"11 / 2017";"11 / 2017";"INTERLAGOS MATERIAIS DE CONSTRUCAO LTDA";"02.328.802/0001-50";"1041338.8000";"CP 2-2017 - ESCOLA MUNICIPAL MANOEL LUDGERO POMPEU - REMANESCENTE DA CONSTRUÇÃO DE GINÁSIO E REFORMA";"26/07/2017";"01/08/2017";"27/01/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"14 / 2017";"14 / 2017";"COSTA OESTE CONSTRUCOES LTDA";"02.356.306/0001-00";"5289064.3100";"CP 5-2017 - TERMINAL OESTE - PDI-BID";"11/10/2017";"13/10/2017";"09/06/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"15 / 2017";"15 / 2017";"ELLANO ARTEFATOS DE CONCRETO LTDA";"05.023.543/0001-48";"289900.00";"PE 37-2017 - CONSTRUIR CALÇADAS DOS PRÓPRIOS PÚBLICOS - PDI BID";"20/10/2017";"20/10/2017";"31/05/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"16 / 2017";"16 / 2017";"VOUGUE FABRICAÇÃO DE ESTRUTURAS E COMÉRCIO DE EQUIPAMENTOS ELÉTRICOS LTDA";"10.738.123/0001-88";"187546.2600";"TP 10-2017 - REFORMA ELÉTRICA NA ESCOLA MUNICIPAL DULCE PERPÉTUA PIOREZAN TAVARES";"24/10/2017";"25/10/2017";"21/02/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"17 / 2017";"17 / 2017";"CONSTRUTORA C. MAIA LTDA";"08.921.151/0001-94";"150142.3800";"TP 09-2017 - REFORMA DO CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL LEONARDO CH";"24/10/2017";"25/10/2017";"23/03/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"18 / 2017";"18 / 2017";"CONSTRUTORA TROPICAL LTDA";"04.686.047/0001-01";"26324.0000";"TP 11-2017 - SUBSTITUIÇÃO DE REVESTIMENTO E REPINTURA DE PISO NA ESCOLA DO CAMPO AQUILES BILIBIO";"30/10/2017";"07/11/2017";"04/02/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"19 / 2017";"19 / 2017";"CONSTRUTORA DE OBRAS LUNICA LTDA; CONSTRUTORA DE OBRAS LUNICA LTDA";"15.566.795/0001-77; 15.566.795/0001-77";"781929.6700";"TP 08-2017 - CONCLUSÃO DA MODERNIZAÇÃO E REFORMA DE QUADRAS ESPORTIVAS EM DIVERSOS BAIRROS DE CASCAV";"09/11/2017";"13/11/2017";"06/04/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"22 / 2017";"22 / 2017";"CONSTRUTORA M L CANTELLI LTDA";"14.704.124/0001-62";"283198.3814";"CP 9-2017 - REFORMA DA ESCOLA MUNICIPAL ANIBAL LOPES DA SILVA - 1ª FASE";"04/12/2017";"05/12/2017";"03/05/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"23 / 2017";"23 / 2017";"ELLANO ARTEFATOS DE CONCRETO LTDA";"05.023.543/0001-48";"197900.00";"PE 277-2017 - CONSTRUIR CALÇADAS DOS PRÓPRIOS PÚBLICOS - PDI BID";"08/12/2017";"08/12/2017";"17/10/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"20 / 2017";"20 / 2017";"PETROCON CONSTRUTORA DE OBRAS LTDA";"80.337.868/0001-10";"168960.0000";"TP 12-2017 - LOTE 01 - ADEQUAÇÃO DE ESTRADA RURAL VICINAL DENOMINADA LINHA CAÇA E PESCA";"09/11/2017";"09/11/2017";"08/03/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"21 / 2017";"21 / 2017";"V. ALBIERO & CIA LTDA; V. ALBIERO & CIA LTDA; V. ALBIERO & CIA LTDA";"79.189.718/0001-28; 79.189.718/0001-28; 79.189.718/0001-28";"76319.8300";"TP 12-2017 - LOTE 05 - ADEQUAÇÃO DE ESTRADA RURAL VICINAL DENOMINADA SÃO PEDRO DO LOPEÍ";"09/11/2017";"09/11/2017";"08/03/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"2 / 2018";"2 / 2018";"TECNOPOÇOS PERFURAÇÃO E ASSISTENCIA TÉCNICA DE POÇOS ARTESIANOS LTDA.";"78.183.027/0001-54";"45985.3000";"TP 15-2017 - LOTE 01 - ESCOLA ZUMBI DOS PALMARES";"19/01/2018";"19/01/2018";"19/03/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"24 / 2017";"24 / 2017";"J E CONSTRUTORA LTDA; J E CONSTRUTORA LTDA";"75.636.993/0001-91; 75.636.993/0001-91";"1765108.1901";"CP 06-2017 - IMPLANTAÇÃO DO CENTRO DE CONVIVÊNCIA DO CASCAVEL VELHO CONSTANTE NO PDI-BID";"22/12/2017";"22/12/2017";"17/10/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"5 / 2018";"5 / 2018";"ELETRO CAF COMERCIO DE MATERIAIS ELETRICOS LTDA";"10.906.818/0001-21";"15231.0000";"TP 17-2017 - EXECUÇÃO DE ENTRADA DE SERVIÇO E REFLETORES NO PÁTIO DA ESCOLA MUNICIPAL TOMAZ ANTONIO";"19/02/2018";"19/02/2018";"19/05/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"4 / 2019";"4 / 2019";"CONSTRUTORA DE OBRAS LUNICA LTDA";"15.566.795/0001-77";"242688.0300";"TP 23-2018 - CONSTRUÇÃO DE QUADRA ESPORTIVA DE GRAMA SINTÉTICA NO BAIRRO INTERLAGOS";"01/03/2019";"01/03/2019";"29/04/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"25 / 2017";"25 / 2017";"CONSTRUTORA TROPICAL LTDA";"04.686.047/0001-01";"147550.0000";"TP 13-2017-CONSTRUÇÃO MURO E PÓRTICO DE ACESSO DA ESCOLA MUNICIPAL MARIA TEREZA ABREU DE FIGUEIREDO";"26/12/2017";"26/12/2017";"24/05/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"1 / 2018";"1 / 2018";"SCG CONSTRUTORA DE OBRAS LTDA - EPP";"18.198.933/0001-09";"694315.0000";"CP 13-2017 - RECAPEAMENTO ASFÁLTICO NO BAIRRO PERIOLO";"18/01/2018";"18/01/2018";"17/05/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"26 / 2017";"26 / 2017";"DIARC ENGENHARIA E PRÉ-FABRICADOS LTDA";"04.675.191/0001-42";"4258710.7400";"CP 07-2017 - TERMINAL SUDOESTE - PROGRAMA DE DESENVOLVIMENTO INTEGRADO -PDI/BID";"28/12/2017";"28/12/2017";"24/08/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"27 / 2017";"27 / 2017";"CONSTRUTORA DANILO BANDEIRA LTDA; CONSTRUTORA DANILO BANDEIRA LTDA";"10.684.046/0001-20; 10.684.046/0001-20";"2436791.7500";"CP 10-2017 - ESCOLA MUNICIPAL JOSÉ HENRIQUE TEIXEIRA";"28/12/2017";"28/12/2017";"23/09/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"29 / 2017";"29 / 2017";"CONSÓRCIO ECEC - DIARC; CONSÓRCIO ECEC - DIARC";"29.299.383/0001-22; 29.299.383/0001-22";"2965623.0614";"CP 12-2017 - EXECUÇÃO DAS OBRAS DE REURBANIZAÇÃO DA AVENIDA PRESIDENTE TANCREDO NEVES";"29/12/2017";"29/12/2017";"24/10/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"28 / 2017";"28 / 2017";"XR - INDUSTRIA DE ARTEFATOS DE CIMENTO LTDA";"20.345.029/0001-12";"48626.5100";"TP 15-2017 - LOTE 02 - ESCOLA ZUMBI DOS PALMARES";"28/12/2017";"28/12/2017";"25/02/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"58 / 2018";"58 / 2018";"CONTERSOLO CONSTRUTORA DE OBRAS LTDA; CONTERSOLO CONSTRUTORA DE OBRAS LTDA";"03.436.676/0001-10; 03.436.676/0001-10";"13802374.9900";"CP 24-2018 - PARQUE LINEAR DO SANTA CRUZ";"08/11/2018";"09/11/2018";"04/09/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"6 / 2018";"6 / 2018";"CONSTRUTORA DANILO BANDEIRA LTDA; CONSTRUTORA DANILO BANDEIRA LTDA";"10.684.046/0001-20; 10.684.046/0001-20";"5451334.1400";"CP 18-2017 - CONSTRUÇÃO DA ESCOLA MUNICIPAL PROFESSOR ADEMIR CORREA BARBOSA - 3ª FASE";"21/02/2018";"21/02/2018";"18/10/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"7 / 2018";"7 / 2018";"INTERLAGOS MATERIAIS DE CONSTRUCAO LTDA; INTERLAGOS MATERIAIS DE CONSTRUCAO LTDA";"02.328.802/0001-50; 02.328.802/0001-50";"1934505.4300";"CP 16-2017 - REFORMA E AMPLIAÇÃO NA ESCOLA ITA SAMPAIO";"23/02/2018";"23/02/2018";"21/08/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"62 / 2018";"62 / 2018";"ELETRO CAF COMERCIO DE MATERIAIS ELETRICOS LTDA";"10.906.818/0001-21";"128098.3000";"TP 21-2018 - ILUMINAÇÃO PÚBLICA - EXTENSÃO E ADEQUAÇÃO DE REDE";"10/12/2018";"10/12/2018";"08/04/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"8 / 2018";"8 / 2018";"GIGA LUZ INSTALACOES ELETRICAS LTDA";"17.379.750/0001-19";"6676.7300";"TP 20-2017 - LOTE 04 - LOTE 08 - LOTE 09 - ILUMINAÇÃO PÚBLICA - EXTENSÃO DE REDE EM VÁRIOS BAIRROS";"09/03/2018";"09/03/2018";"06/07/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"11 / 2018";"11 / 2018";"H.A. ROSSI COMERCIO E LOCACOES DE INSTRUMENTOS MUSICAIS - ME";"22.912.533/0001-82";"255000.0000";"PE 437-2017 - SONORIZAÇÃO DO ESTÁDIO OLÍMPICO REGIONAL";"15/03/2018";"15/03/2018";"13/04/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"9 / 2018";"9 / 2018";"ELETRO CAF COMERCIO DE MATERIAIS ELETRICOS LTDA";"10.906.818/0001-21";"92176.4700";"TP 20-2017 - LOTE 02 - LOTE 03 - LOTE 05 - LOTE 06 - LOTE 07 - LOTE 10 - ILUMINAÇÃO PÚBLICA - EXTENS";"09/03/2018";"09/03/2018";"06/07/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"10 / 2018";"10 / 2018";"ELETRARE MONTAGENS ELETROMECANICAS LTDA - EPP";"22.601.969/0001-50";"3431.2100";"TP 20-2017 - LOTE 01 - ILUMINAÇÃO PÚBLICA - EXTENSÃO DE REDE EM VÁRIOS BAIRROS";"15/03/2018";"15/03/2018";"12/07/2018";"0";"Cancelada"
"MUNICÍPIO DE CASCAVEL";"14 / 2018";"14 / 2018";"V.F.C. CONSTRUÇÃO CIVIL LTDA";"10.176.237/0001-81";"242295.4000";"TP 21-2017 - ADEQUAÇÃO E PAVIMENTAÇÃO POLIÉDRICA DA ESTRADA RURAL RIO DAS FLORES NO DISTRITO DE JUVI";"22/03/2018";"22/03/2018";"19/07/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"12 / 2018";"12 / 2018";"CONSTRUTORA DE OBRAS LUNICA LTDA";"15.566.795/0001-77";"101014.2000";"TP 24-2017 - REFORMA NO CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL ESTEFANI GALESKI";"23/03/2018";"23/03/2018";"19/08/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"13 / 2018";"13 / 2018";"WZK CONSTRUCOES LTDA";"12.066.060/0001-96";"1156135.9300";"CP 23-2017 - REFORMA DA ESCOLA MUNICIPAL IRENE RICKLI";"23/03/2018";"23/03/2018";"18/09/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"44 / 2018";"44 / 2018";"INTERLAGOS MATERIAIS DE CONSTRUCAO LTDA";"02.328.802/0001-50";"1490432.5300";"CP 11-2018 - EXECUÇÃO DA ADEQUAÇÃO DE ACESSIBILIDADE DAS CALÇADAS DOS PRÓPRIOS MUNICIPAIS DE CASCAVE";"04/07/2018";"04/07/2018";"30/11/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"18 / 2018";"18 / 2018";"ADALTA CONSTRUTORA LTDA";"08.727.496/0001-01";"229090.6500";"TP 23-2017 - MANUTENÇÃO NA ESCOLA MUNICIPAL ROBERT FRANCIS KENNEDY";"04/04/2018";"04/04/2018";"01/08/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"1 / 2019";"1 / 2019";"CONSTRUTORA GUILHERME LTDA";"00.220.057/0001-04";"6221715.7600";"CP 27-2018 - CONSTRUÇÃO DA ESCOLA MUNICIPAL PROFESSORA GLADIS MARIA TIBOLA";"17/01/2019";"17/01/2019";"11/01/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"17 / 2018";"17 / 2018";"LXA ARQUITETURA E ENGENHARIA LTDA; LXA ARQUITETURA E ENGENHARIA LTDA; ADALTA CONSTRUTORA LTDA";"28.865.320/0001-23; 28.865.320/0001-23; 08.727.496/0001-01";"1566514.6800";"TP 01-2018 - REMANESCENTE DA CONSTRUÇÃO DO CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL (CRAS) INTERLA";"27/03/2018";"01/04/2018";"29/06/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"19 / 2018";"19 / 2018";"CONSTRUPAR CONSTRUCOES LTDA; CONSTRUPAR CONSTRUCOES LTDA";"03.096.398/0001-08; 03.096.398/0001-08";"333419.0500";"CP 19-2017 - REFORMA NA ESCOLA MUNICIPAL PROFESSORA MARIA FUMIKO TOMINAGA - 1ª FASE";"16/04/2018";"16/04/2018";"13/08/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"20 / 2018";"20 / 2018";"CONSTRUPAR CONSTRUCOES LTDA; CONSTRUPAR CONSTRUCOES LTDA";"03.096.398/0001-08; 03.096.398/0001-08";"810351.0900";"CP 20-2017 - EXECUÇÃO REMANESCENTE DE CONSTRUÇÃO DA ESCOLA DO CAMPO ARTH";"16/04/2018";"16/04/2018";"12/10/2018";"100";"Concluída"
